,Unnamed: 0,column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_Y
0,0,1.418922037324761,-1.923081636375675,-0.4238521219307208,0.9227250233087918,2.355815216243519,-0.8949123652921742,-1.268460360137225,-0.5663469940597115,-0.9054069778158105,-2.176368034148914,1
1,1,1.51278483293364,0.2625604322077828,-0.09218228862709922,0.8085252402301277,-0.6673656124276504,-0.497821144678291,0.03920497240960108,0.3221810251040078,-1.259645768173649,0.6887504009553973,0
2,2,0.1396269088310428,-0.4792837924410254,-0.9627292215049017,0.4050153596327831,-0.8270655466406857,0.01100379277954485,2.435192877142839,-0.4821332189141428,-0.8965958107754446,0.5220913249605783,2
3,3,1.008704087759893,0.5111969179489861,0.09002401344284537,-0.3785015128046386,-2.191051423429732,0.1183659591911691,-0.6451702483399093,-0.4487409845804448,-1.789456982283033,0.8345888982124148,2
4,4,0.9601074444762645,1.259460037521076,-0.4934601870277508,-0.4776279496243689,0.4802854561174484,-0.7655634241621743,-0.9369282163512225,1.554616377552819,0.8004263259976727,-0.3546699928447082,0
5,5,-0.5289898639418025,1.513808221635434,0.2126271932273434,0.7923932025960634,2.212740719842179,0.1509881152339318,1.702625744048314,0.573027153749452,-0.3356190335028708,0.2867133466477185,1
6,6,0.4675893661479057,0.660432315762296,0.2845578252736247,-0.3511157142409622,-0.1447745058231248,1.230605415789517,0.1979414284062586,-0.8330805365449659,-1.634446102625512,0.8055165096586347,2
7,7,-0.361676920681187,-0.2811334633577716,-0.5561725228964092,0.3025280762404998,0.7634075356757383,0.05172004071425761,-1.869221558893188,-1.212644496306173,2.718542523945179,-1.594664389898119,0
8,8,-0.1039143114583736,2.023605026665713,-0.9769141399719798,-0.865142919150769,0.5923110237264637,0.5395917194983618,0.7605695259968492,-0.3664151702137478,-1.951487673477031,-0.8219061425088006,1
9,9,1.472576132508575,0.05611030603653822,-2.78016146174135,-0.4184091728873028,-0.6264815124376846,-0.9845864285553124,0.6348901559602105,0.3843201773005867,-0.2278188741037839,0.00881291352289972,1
10,10,1.533709431450851,-0.426979127124981,1.11508438775647,-0.990000001430724,0.3338736174417469,-0.3128600159664841,-0.4409769701670638,-1.804684452277004,-0.6230387912674253,-0.04363554647777815,1
11,11,2.51126036007516,0.1764749983405083,0.4515078539127466,1.107383081169563,1.901674380590864,0.7024636447848641,-0.1915266570483507,2.70396950339227,0.03255674396041575,-1.409400780241109,1
